Date,Timestamp,Scr_IP,Scr_port,Des_IP,Des_port,Protocol,Service,Duration,Scr_bytes,Des_bytes,Conn_state,missed_bytes,is_syn_only,Is_SYN_ACK,is_pure_ack,is_with_payload,FIN or RST,Bad_checksum,is_SYN_with_RST,Scr_pkts,Scr_ip_bytes,Des_pkts,Des_ip_bytes,anomaly_alert,total_bytes,total_packet,paket_rate,byte_rate,Scr_packts_ratio,Des_pkts_ratio,Scr_bytes_ratio,Des_bytes_ratio,Avg_user_time,Std_user_time,Avg_nice_time,Std_nice_time,Avg_system_time,Std_system_time,Avg_iowait_time,Std_iowait_time,Avg_ideal_time,Std_ideal_time,Avg_tps,Std_tps,Avg_rtps,Std_rtps,Avg_wtps,Std_wtps,Avg_ldavg_1,Std_ldavg_1,Avg_kbmemused,Std_kbmemused,Avg_num_Proc/s,Std_num_proc/s,Avg_num_cswch/s,std_num_cswch/s,OSSEC_alert,OSSEC_alert_level,Login_attempt,Succesful_login,File_activity,Process_activity,read_write_physical.process,is_privileged,class1,class2,class3
16-12-2019,1576633033,172.24.1.80,60893,172.24.1.1,53,udp,dns,0.000094,42,42,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,70,1,70,FALSE,224,2,21276.59574,2382978.723,0.5,0.5,0.5,0.5,2.686,4.351131347,1.975,1.185329068,2.073,0.971154468,0.379,0.169260155,92.888,6.213707106,14.4,8.720091743,4.4,8.845337755,10,1.341640786,0.446,0.012,916122,2081.252892,0.7,0.458257569,1290.9,168.8593794,0,0,0,0,0,0,0,0,Normal,Normal,Normal
27-02-2020,1582787090,192.168.2.10,41254,192.168.2.199,80,tcp,http,0.102774,-,-,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,-,-,-,-,TRUE,-,-,-,-,-,-,-,-,10.316,8.181926668,1.853,0.896839451,4.011,1.604527656,2.617,4.444628331,81.205,10.46334196,19.2,20.49780476,16.2,20.49780476,3,0,1.433,0.112787411,919082.4,1894.240703,12.7,5.831809325,1598.9,316.4213804,0,0,1,1,1,1,0,1,Exfiltration,Exfiltration,Attack
20-01-2020,1579493909,192.168.2.10,60716,192.168.2.199,80,tcp,http,0.008536,-,-,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,-,-,-,-,FALSE,-,-,-,-,-,-,-,-,10.426,5.688107242,1.772,1.000857632,3.393,1.60902486,0.352,0.256156202,84.057,8.109562319,17.9,15.48838274,14.1,14.99633289,3.8,1.2489996,2.14,0.07,910030.8,2926.09777,2,1,1775.1,158.76048,0,0,1,1,0,1,0,1,insider_malcious,Weaponization,Attack
06-03-2020,1583457292,10.0.1.5,60240,129.94.0.197,53,udp,dns,0.000006,78,0,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2,134,0,0,FALSE,212,2,333333.3333,35333333.33,1,0,1,0,1.398,1.867955032,1.089,0.359289577,2.023,0.484459493,0.381,0.20656476,95.111,1.726704665,16.7,9.445104552,8.1,8.91571646,8.6,1.113552873,0.079,0.007,915284.4,361.8107793,0.7,1.486606875,1130.6,141.0221259,0,0,0,0,0,0,0,0,Normal,Normal,Normal
07-01-2020,1578374525,172.24.1.80,46029,172.24.1.1,53,udp,dns,0.000161,35,35,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,63,1,63,FALSE,196,2,12422.36025,1217391.304,0.5,0.5,0.5,0.5,4.317,5.601178537,2.307,2.06167432,1.904,1.015580622,0.05,0.1,91.42,8.266998246,3.3,0.9,0,0,3.3,0.9,0.275,0.015,912755.2,2835.587445,0.8,0.4,1202.6,193.383143,0,0,0,0,0,0,0,0,Normal,Normal,Normal
07-01-2020,1578374749,192.168.2.199,46817,192.168.2.10,1041,tcp,other,0.000107,0,0,0,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,44,1,40,FALSE,84,2,18691.58879,785046.729,0.5,0.5,0.523809524,0.476190476,4.545,3.269040379,1.267,1.020020098,2.226,1.46528632,1.876,4.622759349,90.088,8.405126769,23.2,16.46693657,10,12.41772926,13.2,11.2409964,0.25,0.075498344,916409.6,2182.073289,2.5,4.863126566,1402.3,340.045894,0,0,0,0,0,0,0,0,Generic_scanning,Reconnaissance,Attack
21-01-2020,1579572806,172.24.1.213,64502,172.24.1.1,5683,udp,coap,0.01907,27,100,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2,83,2,156,FALSE,366,4,209.7535396,19192.44887,0.5,0.5,0.300546448,0.699453552,8.085,3.416135975,1.835,1.389404549,3.459,1.071423819,6.97,12.6415276,79.652,15.79966126,16.1,12.81756607,2.2,3.458323293,13.9,12.7,0.906,0.051224994,908947.6,1692.349326,2.1,1.044030651,1506.5,237.5122102,0,0,1,1,1,1,1,1,Normal,Normal,Normal
21-01-2020,1579560679,192.168.2.10,35130,192.168.2.199,80,tcp,http,0.004467,154,739,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,6,474,4,955,FALSE,2322,10,2238.638908,519811.9543,0.6,0.4,0.270456503,0.729543497,8.95,5.352991687,1.755,1.553867755,3.821,1.153684966,0.379,0.125095963,85.099,7.641514837,10.1,2.586503431,0.1,0.3,10,2.607680962,0.428,0.025612497,910174,3438.684516,1.4,1.2,1615.5,240.0001042,0,0,1,1,1,1,0,1,insider_malcious,Weaponization,Attack
16-12-2019,1576453127,127.0.0.1,47281,127.0.0.1,53,udp,dns,0.00043,156,156,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,4,268,4,268,FALSE,848,8,18604.65116,1972093.023,0.5,0.5,0.5,0.5,2.178,3.020012583,1.546,0.84685536,2.433,1.516700696,0.278,0.21094075,93.565,5.089033798,11.6,4.029888336,2.1,3.47706773,9.5,1.62788206,0.78,0.05,917382.4,804.9689683,0.6,0.489897949,1356.1,167.4911639,0,0,0,0,0,0,0,0,Normal,Normal,Normal
03-02-2020,1580691040,192.168.10.155,59810,192.168.2.10,80,tcp,http,5.070386,-,-,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,-,-,-,-,FALSE,-,-,-,-,-,-,-,-,5.766,7.301252221,1.839,1.136120152,2.142,0.819204492,3.397,7.329829534,86.859,8.63031106,15.3,16.4441479,7.5,8.663140308,7.8,10.74988372,0.357,0.021,913083.6,1848.175273,0.4,0.489897949,1493.4,361.4833883,0,0,0,0,0,0,1,0,Normal,Normal,Normal
09-01-2020,1578542287,192.168.2.199,52919,192.168.2.10,80,tcp,http,0.005627,301,310,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,6,621,5,578,FALSE,1810,11,1954.860494,321663.4086,0.545454545,0.454545455,0.509392265,0.490607735,12.723,7.375361754,7.787,2.952659987,5.933,2.028955643,0.311,0.381587474,73.243,9.847279878,5.6,3.104834939,2.1,2.343074903,3.5,1.5,1.119,0.043920383,913901.2,2318.264903,16.2,10.68456831,2324.1,276.8275456,1,5,0,0,0,0,0,0,Scanning_vulnerability,Reconnaissance,Attack
13-01-2020,1578874686,10.0.1.5,53028,131.236.3.92,53,udp,dns,0.000007,74,0,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2,130,0,0,FALSE,204,2,285714.2857,29142857.14,1,0,1,0,3.991,2.184080814,1.991,1.365279825,2.422,0.524991429,0.353,0.323142383,91.246,2.589722765,11.1,5.539855594,0.2,0.4,10.9,5.557877293,0.369,0.019209373,913306,1848.986101,1.3,0.640312424,1611.2,209.4210114,0,0,0,0,0,0,0,0,Normal,Normal,Normal
24-02-2020,1582503723,172.24.1.233,58053,172.24.1.1,5683,udp,coap,75.739476,1686,72,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,3,1770,1,100,FALSE,3628,4,0.052812618,47.90104436,0.75,0.25,0.952590959,0.047409041,13.636,7.651210623,2.17,1.250095996,6.337,3.632786947,12.31,13.88077159,65.544,18.14266419,17.9,22.93665189,1.1,2.385372088,16.8,23.12487838,0.418,0.125043992,918107.6,2376.47231,0,0,10736.6,5161.34448,0,0,0,0,0,0,1,0,RDOS,RDOS,Attack
22-01-2020,1579642515,192.168.2.10,59722,192.168.2.199,80,tcp,http,0.00475,-,-,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,-,-,-,-,FALSE,-,-,-,-,-,-,-,-,7.451,5.475361997,3.183,2.617747314,4.26,1.581455026,0.177,0.162606888,84.928,8.908414898,4.1,1.7,0,0,4.1,1.7,0.59,0.087177979,909651.2,2868.239767,1.8,0.871779789,1457.9,162.0157091,0,0,1,1,1,1,0,1,insider_malcious,Weaponization,Attack
21-01-2020,1579569963,192.168.2.10,53684,192.168.2.199,80,tcp,http,0.004522,154,739,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,6,474,4,955,FALSE,2322,10,2211.41088,513489.6064,0.6,0.4,0.270456503,0.729543497,9.277,6.115454276,1.538,1.503707418,3.102,1.588192684,0.378,0.322329024,85.706,7.948200048,16.887,11.81494482,6.8,10.50523679,10.087,2.053319508,0.649,0.051855569,905553.2,2708.961749,1.6,0.916515139,1661.2,402.9111068,0,0,1,1,1,1,0,1,insider_malcious,Weaponization,Attack
27-02-2020,1582765021,192.168.10.153,53890,192.168.2.10,80,tcp,http,0.148168,630,313,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,5,842,5,525,FALSE,2310,10,67.49095621,15590.41088,0.5,0.5,0.637229437,0.362770563,8.709,5.159091877,2.48,1.290790455,3.793,1.994407431,0.555,0.444437847,84.467,7.098970418,24.784,24.87255323,15.093,25.88443241,9.691,2.285460348,0.423,0.023259407,913971.2,3282.366853,6,7.321202087,1567,296.2829728,0,0,1,1,1,1,1,1,Normal,Normal,Normal
15-01-2020,1579041227,192.168.2.199,47012,192.168.2.10,80,tcp,http,0.206559,-,-,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,-,-,-,-,FALSE,-,-,-,-,-,-,-,-,6.796,5.149258587,5.977,1.310427793,6.817,2.647908798,13.893,20.42616315,66.514,25.51867834,20.5,15.30522787,8.2,9.631199302,12.3,12.96957979,0.969,0.108669223,920116,1426.008696,0.8,0.4,3080.9,515.2891324,0,0,0,0,0,0,0,0,BruteForce,Weaponization,Attack
16-12-2019,1576452933,127.0.0.1,42482,127.0.0.1,1880,tcp,websocket,12.624625,18044,2016274,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,82,22316,94,2021170,FALSE,4077804,176,13.94100815,323003.9704,0.465909091,0.534090909,0.009897484,0.990102516,3.932,4.66213642,2.69,1.69682645,2.355,1.169566159,0.705,1.205414866,90.316,6.658051066,20,11.91637529,7.7,9.889893832,12.3,8.94483091,0.94,0.04,919117.2,2177.20485,0.6,0.489897949,1404.6,245.2827756,0,0,0,0,0,0,1,0,Normal,Normal,Normal
16-12-2019,1576628208,127.0.0.1,39807,127.0.0.1,53,udp,dns,0.000329,156,156,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,4,268,4,268,FALSE,848,8,24316.10942,2577507.599,0.5,0.5,0.5,0.5,3.437,4.745547492,2.714,1.389224244,1.977,1.225585982,0.381,0.167776637,91.493,6.058607183,13.5,13.58859816,0.1,0.3,13.4,13.29059818,0.61,0.034641016,815758.4,1411.599037,2.4,4.608687449,1277.1,200.8319945,0,0,0,0,0,0,0,0,Normal,Normal,Normal
28-01-2020,1580166807,192.168.2.10,36458,192.168.2.199,4321,tcp,other,46.238385,-,-,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,-,-,-,-,FALSE,-,-,-,-,-,-,-,-,5.911,8.960602045,1.999,1.15214105,2.049,1.77781017,0.176,0.227560981,89.865,11.40936129,6.8,7.054076835,3,6.985699679,3.8,2.4,0.28,0.017320508,918999.6,3042.55022,0.4,0.8,1396.6,279.5489939,0,0,0,0,0,0,0,0,Reverse_shell,Exploitation,Attack
02-03-2020,1583134948,192.168.10.153,63340,192.168.2.10,80,tcp,http,28.212486,-,-,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,-,-,-,-,FALSE,-,-,-,-,-,-,-,-,5.919,4.741152708,2.125,0.981338372,2.662,1.450370987,31.115,29.86773384,58.181,28.65038864,15.2,27.0029628,0.7,2.1,14.5,24.93692042,0.885,0.049244289,921884.4,1670.619957,1.5,1.360147051,1821,331.9069147,0,0,0,0,0,0,1,0,Normal,Normal,Normal
10-01-2020,1578622540,172.24.1.80,24104,172.24.1.1,53,udp,dns,0.000217,37,37,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,65,1,65,FALSE,204,2,9216.589862,940092.1659,0.5,0.5,0.5,0.5,2.392,2.14338424,1.931,1.050061427,1.63,0.931149827,0.127,0.170707352,93.92,3.864670749,14.5,10.79120012,11.1,11.15750868,3.4,0.916515139,0.713,0.070434367,913944.8,1525.745772,1.4,2.576819745,1453,451.0999889,0,0,0,0,0,0,0,0,Normal,Normal,Normal
16-12-2019,1576633861,192.168.10.155,45474,192.168.2.10,80,tcp,http,0.005243,608,313,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,5,876,5,581,FALSE,2378,10,1907.304978,453557.1238,0.5,0.5,0.624053827,0.375946173,2.834,5.742936879,2.385,1.824687645,2.153,1.126668097,1.518,2.670703278,91.11,8.236472546,12.2,6.16116872,0,0,12.2,6.16116872,0.615,0.05937171,913837.6,994.321799,0.6,0.489897949,1270.3,137.1153164,0,0,0,0,0,0,1,0,Normal,Normal,Normal
09-01-2020,1578542214,172.24.1.80,38258,172.24.1.1,1880,tcp,websocket,19.409284,708,66638,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,165,9296,196,77381,TRUE,154023,361,18.59934658,7935.532295,0.457063712,0.542936288,0.064951338,0.935048662,5.072,5.207807216,4.056,2.183218725,3.199,1.240277791,2.121,3.823334801,85.549,9.043892359,8.2,8.084553173,0,0,8.2,8.084553173,0.619,0.039610605,914153.6,1811.725542,0.9,0.538516481,1689.2,312.6562969,0,0,0,0,0,0,1,0,Normal,Normal,Normal
22-02-2020,1582340240,10.0.1.5,45996,129.94.0.197,53,udp,dns,0.000004,-,-,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,-,-,-,-,TRUE,-,-,-,-,-,-,-,-,5.292,5.889447852,1.394,0.872091738,2.457,1.228707044,0.683,0.659849225,90.175,7.330754736,30.7,22.55238347,15.4,20.65042372,15.3,8.956003573,0.405,0.037749172,919816,2387.172386,0.8,0.748331477,1622.9,412.3632986,0,0,0,0,0,0,0,0,Normal,Normal,Normal
09-01-2020,1578542119,192.168.2.199,52316,192.168.2.10,1296,tcp,other,0.000011,0,0,0,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,60,1,40,FALSE,100,2,181818.1818,9090909.091,0.5,0.5,0.6,0.4,5.239,5.512887537,2.142,1.587229032,2.528,1.376428712,0.152,0.170105849,89.94,7.740448307,3.904,1.556529473,0.607,1.525333078,3.297,0.642620417,0.399,0.019209373,911747.6,1624.674195,0.9,0.538516481,1541.2,250.7025329,0,0,0,0,0,0,0,0,Scanning_vulnerability,Reconnaissance,Attack
10-02-2020,1580969776,172.24.1.34,59005,172.24.1.1,53,udp,dns,0.000183,-,-,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,-,-,-,-,FALSE,-,-,-,-,-,-,-,-,5.352,6.392883231,2.431,1.594512151,2.105,1.580906386,5.551,8.161478359,84.563,13.62144856,7.7,8.474078121,0.1,0.3,7.6,8.212186067,1.838,0.083282651,916573.2,938.8743047,0.2,0.6,1070.6,255.1662987,0,0,0,0,0,0,0,0,Normal,Normal,Normal
12-12-2019,1576101347,172.24.1.80,39911,172.24.1.1,1880,tcp,websocket,11.240395,464,90,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,6,784,5,358,FALSE,1696,11,0.978613296,150.8843773,0.545454545,0.454545455,0.735849057,0.264150943,9.41,9.683669759,2.954,1.259882534,3.307,1.537816959,0.531,0.496879261,83.801,11.75411285,20.194,17.56504267,16.7,18.00027778,3.494,1.010110885,0.536,0.028,914972,2803.675302,1,0.632455532,1566.5,283.9831861,0,0,0,0,0,0,1,0,Normal,Normal,Normal
09-01-2020,1578542119,192.168.2.199,52570,192.168.2.10,3798,tcp,other,0.000023,0,0,0,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,60,1,40,FALSE,100,2,86956.52174,4347826.087,0.5,0.5,0.6,0.4,5.239,5.512887537,2.142,1.587229032,2.528,1.376428712,0.152,0.170105849,89.94,7.740448307,3.904,1.556529473,0.607,1.525333078,3.297,0.642620417,0.399,0.019209373,911747.6,1624.674195,0.9,0.538516481,1541.2,250.7025329,0,0,0,0,0,0,0,0,Scanning_vulnerability,Reconnaissance,Attack
21-01-2020,1579570077,192.168.10.153,52396,192.168.2.10,80,tcp,http,5.385211,521,216,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,6,773,5,428,FALSE,1938,11,2.042631199,359.8744785,0.545454545,0.454545455,0.667698658,0.332301342,11.87,5.162960391,1.002,0.662296006,3.703,0.892749125,5.053,11.96070654,78.375,13.11840939,32.3,23.54166519,18.5,21.87349995,13.8,8.423775875,0.7,0.133041347,908960,2197.21278,1.7,0.640312424,1837.7,370.1397169,0,0,1,1,1,1,1,1,Normal,Normal,Normal
11-02-2020,1581389354,192.168.2.10,50904,192.168.10.150,1883,tcp,mqtt,7.756676,53,4514,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,14,789,13,5198,FALSE,10554,27,3.480872477,1360.634375,0.518518519,0.481481481,0.079780178,0.920219822,6.219,7.74210753,1.157,0.365021917,2.213,0.724500518,0.374,0.164085344,90.036,7.800668177,15.2,6.584831053,6.1,6.714908786,9.1,1.220655562,0.915,0.005,914657.2,3421.016948,0.2,0.6,1422.8,134.4855383,0,0,0,0,0,0,1,0,MQTT_cloud_broker_subscription,Lateral _movement,Attack
24-02-2020,1582504009,172.24.1.244,43328,172.24.1.1,5683,udp,coap,8.446404,2248,72,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,4,2360,1,100,FALSE,4780,5,0.591967895,565.9213081,0.8,0.2,0.964016736,0.035983264,28.245,4.255538156,2.524,1.335561305,11.779,4.690263212,0.18,0.231170932,57.272,8.05357908,16.7,12.72045597,13,12.74362586,3.7,1.417744688,2.13,0.18493242,921257.6,1602.285568,0,0,21007.9,4626.928235,0,0,0,0,0,0,1,0,RDOS,RDOS,Attack
09-01-2020,1578525083,172.24.1.33,60531,172.24.1.1,5683,udp,coap,0.031161,44,129,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2,100,2,185,FALSE,458,4,128.3655852,14697.8595,0.5,0.5,0.31441048,0.68558952,6.154,6.022861778,1.824,1.152676884,2.458,1.328012048,0.938,0.908469042,88.627,6.918577961,17.8,18.35102177,14,17.73132821,3.8,2.088061302,0.652,0.019899749,914136,1432.33739,0.6,0.489897949,1627.3,300.5019301,0,0,0,0,0,0,0,0,Discovering_resources,Reconnaissance,Attack
16-12-2019,1576628522,192.168.2.15,49337,192.168.2.10,1880,tcp,websocket,9.449454,1541,574,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,9,1913,7,866,FALSE,4894,16,1.693219524,517.9135218,0.5625,0.4375,0.705762158,0.294237842,6.869,6.782417637,2.544,2.059559176,3.787,3.950460859,0.54,0.502294734,86.262,9.371633582,13.1,8.383913167,5,6.212889827,8.1,7.529276194,0.365,0.015,909204.8,934.8844634,1,0.632455532,1486,313.8034417,0,0,0,0,0,0,1,0,Normal,Normal,Normal
13-01-2020,1578882692,192.168.10.153,53707,192.168.2.10,80,tcp,http,8.153422,918,20072,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,15,1530,20,20884,FALSE,43404,35,4.29267613,5323.408993,0.428571429,0.571428571,0.056400332,0.943599668,10.082,7.444366729,1.727,0.78546865,2.357,1.031911333,0.582,0.47811714,85.254,8.639479382,30.5,24.12985702,16.9,20.18142711,13.6,8.651011502,0.958,0.056,914985.2,1416.86307,4.2,3.815756806,1696.4,348.6675207,0,0,0,0,0,0,1,0,Normal,Normal,Normal
31-01-2020,1580424237,172.24.1.80,12430,172.24.1.1,53,udp,dns,0.000174,37,37,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,65,1,65,FALSE,204,2,11494.25287,1172413.793,0.5,0.5,0.5,0.5,9.442,3.190544781,1.759,1.006632505,2.736,0.734386819,0.537,0.650262255,85.529,4.819849479,19.7,22.35643084,16.3,23.56713814,3.4,1.907878403,1.269,0.046357308,913785.6,1558.794611,0.6,0.489897949,2058.4,389.5082027,0,0,0,0,0,0,0,0,Normal,Normal,Normal
16-12-2019,1576468250,10.0.1.5,54403,129.94.0.197,53,udp,dns,0.000006,108,0,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2,164,0,0,FALSE,272,2,333333.3333,45333333.33,1,0,1,0,5.789,7.135190887,2.865,1.70473605,2.819,1.294793034,16.112,22.32677621,72.419,22.56745553,10.7,3.494281042,0.2,0.4,10.5,3.263433774,0.834,0.203184645,904899.6,10352.49063,1,0.632455532,1411.2,368.258822,0,0,0,0,0,0,0,0,Normal,Normal,Normal
13-01-2020,1578884800,10.0.1.5,47989,131.236.3.92,53,udp,dns,0.000107,74,0,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2,130,0,0,TRUE,204,2,18691.58879,1906542.056,1,0,1,0,7.182,6.241701371,2.825,2.070720889,3.556,1.538656557,0.253,0.254009842,86.184,9.358041675,14.5,14.60308187,11,14.51206395,3.5,1.024695077,0.757,0.045177428,913948.8,2211.397242,0.8,0.4,1583.7,205.9369078,0,0,0,0,0,0,0,0,Normal,Normal,Normal
13-01-2020,1578875939,192.168.10.155,55310,192.168.2.10,80,tcp,http,5.255128,460,671,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,6,780,5,939,FALSE,2850,11,2.093193544,542.3274181,0.545454545,0.454545455,0.435087719,0.564912281,5.426,4.357407945,1.7,1.602579171,2.508,1.380107242,0.1,0.122474487,90.267,6.816113335,13.1,18.94967018,0,0,13.1,18.94967018,1.942,0.056,911850,2776.942923,1,0.632455532,1611.9,442.7370439,0,0,0,0,0,0,1,0,Normal,Normal,Normal
27-02-2020,1582763796,172.24.1.34,57032,157.240.8.18,443,tcp,https,-,-,-,1,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,64,0,0,FALSE,-,1,-,-,1,0,-,-,5.994,5.002135944,2.382,1.150771915,1.924,1.333763097,0.585,0.634700717,89.118,6.283326826,24.6,29.95396468,18.2,27.90985489,6.4,7.989993742,0.555,0.025,915537.6,1137.881822,0.6,0.489897949,1666.9,421.228311,0,0,0,0,0,0,0,0,Normal,Normal,Normal
27-02-2020,1582761814,192.168.10.153,52373,192.168.2.10,80,tcp,http,3.704204,482,671,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,6,734,4,843,FALSE,2730,10,2.699635333,737.000446,0.6,0.4,0.445421245,0.554578755,5.778,6.181510819,3.168,3.707205956,3.143,1.696909249,0.125,0.125,87.79,11.15344341,11.6,5.642694392,0,0,11.6,5.642694392,0.627,0.017916473,859383.2,8186.394528,4.299,4.540551618,1476.562,390.157387,0,0,0,0,0,0,1,0,Normal,Normal,Normal
22-02-2020,1582341526,127.0.0.1,47614,127.0.0.1,53,udp,dns,0.000271,-,-,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,-,-,-,-,FALSE,-,-,-,-,-,-,-,-,5.462,6.555672048,2.537,1.552121451,2.237,0.902918047,3.612,6.96527932,86.151,9.438549094,34.5,34.34603325,25.7,34.28716961,8.8,9.173875953,0.715,0.015,915998.4,2924.145113,0.8,0.4,1487.4,287.0704443,0,0,0,0,0,0,0,0,Normal,Normal,Normal
20-01-2020,1579494074,192.168.10.153,55173,192.168.2.10,80,tcp,http,2.086725,436,19380,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,12,928,18,20112,FALSE,40856,30,14.3765949,19579.00538,0.4,0.6,0.033385549,0.966614451,8.637,7.027570064,3.711,2.687480046,3.231,1.631308984,0.178,0.163082801,84.243,10.43525951,7.5,9.646242792,0,0,7.5,9.646242792,0.699,0.041581246,912894.4,1748.627073,1.6,0.916515139,1309.9,200.9887808,0,0,0,0,0,0,1,0,Normal,Normal,Normal
09-01-2020,1578525470,172.24.1.33,49868,172.24.1.1,5683,udp,coap,0.02431,44,129,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2,100,2,185,FALSE,458,4,164.541341,18839.98355,0.5,0.5,0.31441048,0.68558952,8.443,6.745423708,1.67,0.969381246,2.552,1.221014332,0.38,0.344093011,86.955,8.332794549,13.793,12.01064699,9.8,12.70275561,3.993,1.535721654,0.71,0.03,913657.6,2245.652297,0.6,0.489897949,1565.1,224.4849438,0,0,0,0,0,0,0,0,Discovering_resources,Reconnaissance,Attack
13-01-2020,1578873818,172.24.1.80,43923,172.24.1.1,53,udp,dns,0.000055,37,37,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,65,1,65,FALSE,204,2,36363.63636,3709090.909,0.5,0.5,0.5,0.5,5.625,4.582606791,1.238,0.93424622,2.248,1.455787072,1.453,4.11052077,89.439,7.608431441,3,0,0,0,3,0,0.588,0.084,912273.2,1170.306011,0.998,0.629329802,1429.539,224.8570133,0,0,0,0,0,0,0,0,Normal,Normal,Normal
19-02-2020,1582072172,192.168.10.153,52547,192.168.2.10,80,tcp,http,19.750719,20308,755684,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,323,33276,597,780346,FALSE,1589614,920,46.58058271,80483.85479,0.351086957,0.648913043,0.033708812,0.966291188,8.756,8.460868986,1.891,1.229906094,2.946,2.361322511,0.251,0.25200992,86.159,11.75860744,24.7,21.98203812,18.6,21.40186908,6.1,7.049113419,0.618,0.173481988,917657.2,2047.766432,1.2,0.748331477,1531.5,416.9815943,0,0,0,0,0,0,1,0,Normal,Normal,Normal
16-12-2019,1576460606,172.24.1.80,1837,172.24.1.1,53,udp,dns,0.000097,37,37,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,65,1,65,FALSE,204,2,20618.5567,2103092.784,0.5,0.5,0.5,0.5,8.234,7.210824086,1.015,0.342935854,1.753,0.774584405,0.508,0.361353013,88.494,7.39929348,25.9,14.3069913,16.4,14.7932417,9.5,1.5,0.585,0.058694122,915465.6,1678.113417,0.8,0.4,1424.5,266.478986,0,0,0,0,0,0,0,0,Normal,Normal,Normal
15-01-2020,1579041546,192.168.2.199,36700,192.168.2.10,80,tcp,http,0.207481,139,310,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,6,459,5,578,FALSE,1486,11,53.01690275,7162.10159,0.545454545,0.454545455,0.402422611,0.597577389,4.479,4.735367884,5.932,1.293257902,5.401,1.681353324,7.051,13.85935024,77.136,15.87275918,15.6,17.3735431,0.1,0.3,15.5,17.39683879,0.758,0.026,921093.2,1293.223012,0.8,0.4,2658.5,198.8880338,0,0,0,0,0,0,0,0,BruteForce,Weaponization,Attack
